Herd,id,season_yr,distance,comparison,dyadID
Grey,sc2006011,2011,41553.36485,self,sc2006011-sc2006011
Grey,sc2006011,2012,831.6304757,self,sc2006011-sc2006011
Grey,sc2006028,2007,106375.6914,self,sc2006028-sc2006028
Grey,sc2006028,2008,20920.92586,self,sc2006028-sc2006028
Grey,sc2006037,2008,698.1089029,self,sc2006037-sc2006037
Grey,sc2006037,2009,1707.849685,self,sc2006037-sc2006037
Grey,sc2006037,2010,21491.23076,self,sc2006037-sc2006037
Grey,sc2006037,2011,14499.41811,self,sc2006037-sc2006037
Grey,sc2006037,2012,6998.11015,self,sc2006037-sc2006037
Grey,sc2006051,2008,2585.623988,self,sc2006051-sc2006051
Grey,sc2006051,2009,2201.024081,self,sc2006051-sc2006051
Grey,sc2006051,2010,9576.607034,self,sc2006051-sc2006051
Grey,sc2006051,2011,10740.19971,self,sc2006051-sc2006051
Grey,sc2006067,2008,621.9609508,self,sc2006067-sc2006067
Grey,sc2006069,2008,184.7193996,self,sc2006069-sc2006069
Grey,sc2006069,2009,6252.670247,self,sc2006069-sc2006069
Grey,sc2007028,2009,80737.24535,self,sc2007028-sc2007028
Grey,sc2007028,2010,47849.1479,self,sc2007028-sc2007028
Grey,sc2007032,2008,2125.47291,self,sc2007032-sc2007032
Grey,sc2007032,2009,1126.100081,self,sc2007032-sc2007032
Grey,sc2007032,2010,2695.483911,self,sc2007032-sc2007032
Grey,sc2007032,2011,1468.648278,self,sc2007032-sc2007032
Grey,sc2007032,2012,1077.252406,self,sc2007032-sc2007032
Grey,sc2007038,2008,3714.402742,self,sc2007038-sc2007038
Grey,sc2007038,2009,5687.096475,self,sc2007038-sc2007038
Grey,sc2007038,2010,2377.408274,self,sc2007038-sc2007038
Grey,sc2007038,2011,1085.432376,self,sc2007038-sc2007038
Grey,sc2007038,2012,409.667825,self,sc2007038-sc2007038
Grey,sc2007041,2008,32466.61447,self,sc2007041-sc2007041
Grey,sc2007041,2009,23347.97654,self,sc2007041-sc2007041
Grey,sc2007041,2010,23899.19307,self,sc2007041-sc2007041
Grey,sc2007041,2011,873.279133,self,sc2007041-sc2007041
Grey,sc2007090,2008,6442.833436,self,sc2007090-sc2007090
Grey,sc2007090,2009,1334.888208,self,sc2007090-sc2007090
Grey,sc2007090,2010,6732.233355,self,sc2007090-sc2007090
Grey,sc2006007,2006,18323.78802,conspecific,sc2006007-sc2006008
Grey,sc2006007,2006,66553.95967,conspecific,sc2006007-sc2006010
Grey,sc2006007,2006,81558.96778,conspecific,sc2006007-sc2006011
Grey,sc2006007,2006,98208.46233,conspecific,sc2006007-sc2006028
Grey,sc2006008,2006,56029.22366,conspecific,sc2006008-sc2006010
Grey,sc2006008,2006,69818.93604,conspecific,sc2006008-sc2006011
Grey,sc2006008,2006,83253.3458,conspecific,sc2006008-sc2006028
Grey,sc2006010,2006,15551.42199,conspecific,sc2006010-sc2006011
Grey,sc2006010,2006,38930.00324,conspecific,sc2006010-sc2006028
Grey,sc2006011,2006,26147.82281,conspecific,sc2006011-sc2006028
Grey,sc2006007,2007,41259.36413,conspecific,sc2006007-sc2006008
Grey,sc2006007,2007,79743.77883,conspecific,sc2006007-sc2006010
Grey,sc2006007,2007,82403.28506,conspecific,sc2006007-sc2006011
Grey,sc2006007,2007,206574.173,conspecific,sc2006007-sc2006028
Grey,sc2006007,2007,22820.5449,conspecific,sc2006007-sc2006037
Grey,sc2006007,2007,35882.22177,conspecific,sc2006007-sc2006047
Grey,sc2006007,2007,93351.21101,conspecific,sc2006007-sc2006051
Grey,sc2006007,2007,78521.71451,conspecific,sc2006007-sc2006067
Grey,sc2006007,2007,86756.06978,conspecific,sc2006007-sc2006069
Grey,sc2006007,2007,100498.1039,conspecific,sc2006007-sc2007032
Grey,sc2006007,2007,54856.35117,conspecific,sc2006007-sc2007038
Grey,sc2006007,2007,79616.79942,conspecific,sc2006007-sc2007041
Grey,sc2006007,2007,89847.24482,conspecific,sc2006007-sc2007090
Grey,sc2006008,2007,42834.76523,conspecific,sc2006008-sc2006010
Grey,sc2006008,2007,75817.50154,conspecific,sc2006008-sc2006011
Grey,sc2006008,2007,203193.7172,conspecific,sc2006008-sc2006028
Grey,sc2006008,2007,18574.50804,conspecific,sc2006008-sc2006037
Grey,sc2006008,2007,23963.71513,conspecific,sc2006008-sc2006047
Grey,sc2006008,2007,74818.01526,conspecific,sc2006008-sc2006051
Grey,sc2006008,2007,79741.75376,conspecific,sc2006008-sc2006067
Grey,sc2006008,2007,90829.00791,conspecific,sc2006008-sc2006069
Grey,sc2006008,2007,105405.4374,conspecific,sc2006008-sc2007032
Grey,sc2006008,2007,70891.56671,conspecific,sc2006008-sc2007038
Grey,sc2006008,2007,102909.5772,conspecific,sc2006008-sc2007041
Grey,sc2006008,2007,70185.37003,conspecific,sc2006008-sc2007090
Grey,sc2006010,2007,65122.16772,conspecific,sc2006010-sc2006011
Grey,sc2006010,2007,181396.329,conspecific,sc2006010-sc2006028
Grey,sc2006010,2007,57958.45465,conspecific,sc2006010-sc2006037
Grey,sc2006010,2007,46457.80227,conspecific,sc2006010-sc2006047
Grey,sc2006010,2007,50031.10992,conspecific,sc2006010-sc2006051
Grey,sc2006010,2007,76322.41068,conspecific,sc2006010-sc2006067
Grey,sc2006010,2007,87530.28605,conspecific,sc2006010-sc2006069
Grey,sc2006010,2007,100135.0564,conspecific,sc2006010-sc2007032
Grey,sc2006010,2007,84376.99765,conspecific,sc2006010-sc2007038
Grey,sc2006010,2007,116509.3565,conspecific,sc2006010-sc2007041
Grey,sc2006010,2007,45358.17179,conspecific,sc2006010-sc2007090
Grey,sc2006011,2007,127831.0181,conspecific,sc2006011-sc2006028
Grey,sc2006011,2007,74472.03003,conspecific,sc2006011-sc2006037
Grey,sc2006011,2007,54788.19663,conspecific,sc2006011-sc2006047
Grey,sc2006011,2007,25272.81696,conspecific,sc2006011-sc2006051
Grey,sc2006011,2007,14998.71992,conspecific,sc2006011-sc2006067
Grey,sc2006011,2007,23851.34909,conspecific,sc2006011-sc2006069
Grey,sc2006011,2007,35091.10026,conspecific,sc2006011-sc2007032
Grey,sc2006011,2007,42437.23802,conspecific,sc2006011-sc2007038
Grey,sc2006011,2007,64181.3679,conspecific,sc2006011-sc2007041
Grey,sc2006011,2007,26562.7805,conspecific,sc2006011-sc2007090
Grey,sc2006028,2007,202024.1534,conspecific,sc2006028-sc2006037
Grey,sc2006028,2007,182588.1736,conspecific,sc2006028-sc2006047
Grey,sc2006028,2007,132007.4926,conspecific,sc2006028-sc2006051
Grey,sc2006028,2007,128229.8883,conspecific,sc2006028-sc2006067
Grey,sc2006028,2007,119969.0607,conspecific,sc2006028-sc2006069
Grey,sc2006028,2007,107022.4961,conspecific,sc2006028-sc2007032
Grey,sc2006028,2007,154050.8998,conspecific,sc2006028-sc2007038
Grey,sc2006028,2007,146657.7289,conspecific,sc2006028-sc2007041
Grey,sc2006028,2007,136863.7921,conspecific,sc2006028-sc2007090
Grey,sc2006037,2007,20166.24471,conspecific,sc2006037-sc2006047
Grey,sc2006037,2007,79588.43408,conspecific,sc2006037-sc2006051
Grey,sc2006037,2007,74829.98338,conspecific,sc2006037-sc2006067
Grey,sc2006037,2007,84976.7477,conspecific,sc2006037-sc2006069
Grey,sc2006037,2007,99525.73573,conspecific,sc2006037-sc2007032
Grey,sc2006037,2007,59337.55769,conspecific,sc2006037-sc2007038
Grey,sc2006037,2007,89562.17798,conspecific,sc2006037-sc2007041
Grey,sc2006037,2007,75446.22662,conspecific,sc2006037-sc2007090
Grey,sc2006047,2007,59668.89667,conspecific,sc2006047-sc2006051
Grey,sc2006047,2007,56685.39293,conspecific,sc2006047-sc2006067
Grey,sc2006047,2007,67474.61373,conspecific,sc2006047-sc2006069
Grey,sc2006047,2007,82098.72643,conspecific,sc2006047-sc2007032
Grey,sc2006047,2007,47417.63269,conspecific,sc2006047-sc2007038
Grey,sc2006047,2007,79935.43829,conspecific,sc2006047-sc2007041
Grey,sc2006047,2007,55668.58579,conspecific,sc2006047-sc2007090
Grey,sc2006051,2007,40265.05186,conspecific,sc2006051-sc2006067
Grey,sc2006051,2007,48347.14677,conspecific,sc2006051-sc2006069
Grey,sc2006051,2007,56989.69385,conspecific,sc2006051-sc2007032
Grey,sc2006051,2007,64786.30932,conspecific,sc2006051-sc2007038
Grey,sc2006051,2007,89293.66542,conspecific,sc2006051-sc2007041
Grey,sc2006051,2007,4873.42566,conspecific,sc2006051-sc2007090
Grey,sc2006067,2007,11534.38609,conspecific,sc2006067-sc2006069
Grey,sc2006067,2007,25765.73373,conspecific,sc2006067-sc2007032
Grey,sc2006067,2007,30925.91034,conspecific,sc2006067-sc2007038
Grey,sc2006067,2007,49272.64496,conspecific,sc2006067-sc2007041
Grey,sc2006067,2007,41332.42121,conspecific,sc2006067-sc2007090
Grey,sc2006069,2007,14626.70119,conspecific,sc2006069-sc2007032
Grey,sc2006069,2007,34929.21833,conspecific,sc2006069-sc2007038
Grey,sc2006069,2007,44564.13856,conspecific,sc2006069-sc2007041
Grey,sc2006069,2007,50222.45105,conspecific,sc2006069-sc2007090
Grey,sc2007032,2007,47030.9597,conspecific,sc2007032-sc2007038
Grey,sc2007032,2007,47531.70854,conspecific,sc2007032-sc2007041
Grey,sc2007032,2007,59776.9061,conspecific,sc2007032-sc2007090
Grey,sc2007038,2007,32889.03942,conspecific,sc2007038-sc2007041
Grey,sc2007038,2007,63953.22672,conspecific,sc2007038-sc2007090
Grey,sc2007041,2007,89816.56691,conspecific,sc2007041-sc2007090
Grey,sc2006007,2008,37479.01747,conspecific,sc2006007-sc2006008
Grey,sc2006007,2008,55487.28179,conspecific,sc2006007-sc2006010
Grey,sc2006007,2008,75294.32717,conspecific,sc2006007-sc2006011
Grey,sc2006007,2008,182299.715,conspecific,sc2006007-sc2006028
Grey,sc2006007,2008,18866.69903,conspecific,sc2006007-sc2006037
Grey,sc2006007,2008,88819.94216,conspecific,sc2006007-sc2006051
Grey,sc2006007,2008,74483.04704,conspecific,sc2006007-sc2006067
Grey,sc2006007,2008,83045.9709,conspecific,sc2006007-sc2006069
Grey,sc2006007,2008,59361.55828,conspecific,sc2006007-sc2007028
Grey,sc2006007,2008,95570.4719,conspecific,sc2006007-sc2007032
Grey,sc2006007,2008,48814.11993,conspecific,sc2006007-sc2007038
Grey,sc2006007,2008,46226.39805,conspecific,sc2006007-sc2007041
Grey,sc2006007,2008,91656.36377,conspecific,sc2006007-sc2007090
Grey,sc2006008,2008,62468.78037,conspecific,sc2006008-sc2006010
Grey,sc2006008,2008,108658.4452,conspecific,sc2006008-sc2006011
Grey,sc2006008,2008,218416.3999,conspecific,sc2006008-sc2006028
Grey,sc2006008,2008,38371.7201,conspecific,sc2006008-sc2006037
Grey,sc2006008,2008,119082.9258,conspecific,sc2006008-sc2006051
Grey,sc2006008,2008,110843.6287,conspecific,sc2006008-sc2006067
Grey,sc2006008,2008,119951.6198,conspecific,sc2006008-sc2006069
Grey,sc2006008,2008,73838.31269,conspecific,sc2006008-sc2007028
Grey,sc2006008,2008,132641.4395,conspecific,sc2006008-sc2007032
Grey,sc2006008,2008,86292.68737,conspecific,sc2006008-sc2007038
Grey,sc2006008,2008,81586.4292,conspecific,sc2006008-sc2007041
Grey,sc2006008,2008,120499.0985,conspecific,sc2006008-sc2007090
Grey,sc2006010,2008,72245.83552,conspecific,sc2006010-sc2006011
Grey,sc2006010,2008,182096.3852,conspecific,sc2006010-sc2006028
Grey,sc2006010,2008,36681.02486,conspecific,sc2006010-sc2006037
Grey,sc2006010,2008,73148.5792,conspecific,sc2006010-sc2006051
Grey,sc2006010,2008,85510.51216,conspecific,sc2006010-sc2006067
Grey,sc2006010,2008,96564.27128,conspecific,sc2006010-sc2006069
Grey,sc2006010,2008,15273.56189,conspecific,sc2006010-sc2007028
Grey,sc2006010,2008,108866.6311,conspecific,sc2006010-sc2007032
Grey,sc2006010,2008,78636.02984,conspecific,sc2006010-sc2007038
Grey,sc2006010,2008,89919.60139,conspecific,sc2006010-sc2007041
Grey,sc2006010,2008,71614.97751,conspecific,sc2006010-sc2007090
Grey,sc2006011,2008,111872.3,conspecific,sc2006011-sc2006028
Grey,sc2006011,2008,70678.03191,conspecific,sc2006011-sc2006037
Grey,sc2006011,2008,19406.1114,conspecific,sc2006011-sc2006051
Grey,sc2006011,2008,20639.2722,conspecific,sc2006011-sc2006067
Grey,sc2006011,2008,29753.46608,conspecific,sc2006011-sc2006069
Grey,sc2006011,2008,58945.44302,conspecific,sc2006011-sc2007028
Grey,sc2006011,2008,39474.92395,conspecific,sc2006011-sc2007032
Grey,sc2006011,2008,43150.67521,conspecific,sc2006011-sc2007038
Grey,sc2006011,2008,64964.55894,conspecific,sc2006011-sc2007041
Grey,sc2006011,2008,25651.66307,conspecific,sc2006011-sc2007090
Grey,sc2006028,2008,181552.0614,conspecific,sc2006028-sc2006037
Grey,sc2006028,2008,109363.8773,conspecific,sc2006028-sc2006051
Grey,sc2006028,2008,107817.322,conspecific,sc2006028-sc2006067
Grey,sc2006028,2008,99813.39913,conspecific,sc2006028-sc2006069
Grey,sc2006028,2008,167445.6368,conspecific,sc2006028-sc2007028
Grey,sc2006028,2008,88221.28244,conspecific,sc2006028-sc2007032
Grey,sc2006028,2008,136243.8195,conspecific,sc2006028-sc2007038
Grey,sc2006028,2008,151789.7611,conspecific,sc2006028-sc2007041
Grey,sc2006028,2008,112241.0371,conspecific,sc2006028-sc2007090
Grey,sc2006037,2008,80734.90393,conspecific,sc2006037-sc2006051
Grey,sc2006037,2008,75087.13692,conspecific,sc2006037-sc2006067
Grey,sc2006037,2008,85058.83942,conspecific,sc2006037-sc2006069
Grey,sc2006037,2008,41902.41573,conspecific,sc2006037-sc2007028
Grey,sc2006037,2008,97988.03472,conspecific,sc2006037-sc2007032
Grey,sc2006037,2008,55699.44837,conspecific,sc2006037-sc2007038
Grey,sc2006037,2008,59670.4697,conspecific,sc2006037-sc2007041
Grey,sc2006037,2008,82326.16992,conspecific,sc2006037-sc2007090
Grey,sc2006051,2008,38774.85029,conspecific,sc2006051-sc2006067
Grey,sc2006051,2008,45823.34427,conspecific,sc2006051-sc2006069
Grey,sc2006051,2008,58228.12049,conspecific,sc2006051-sc2007028
Grey,sc2006051,2008,52451.47868,conspecific,sc2006051-sc2007032
Grey,sc2006051,2008,62196.78175,conspecific,sc2006051-sc2007038
Grey,sc2006051,2008,83968.02631,conspecific,sc2006051-sc2007041
Grey,sc2006051,2008,6758.372536,conspecific,sc2006051-sc2007090
Grey,sc2006067,2008,11060.00255,conspecific,sc2006067-sc2006069
Grey,sc2006067,2008,74048.05806,conspecific,sc2006067-sc2007028
Grey,sc2006067,2008,23601.06203,conspecific,sc2006067-sc2007032
Grey,sc2006067,2008,31138.46714,conspecific,sc2006067-sc2007038
Grey,sc2006067,2008,51595.17508,conspecific,sc2006067-sc2007041
Grey,sc2006067,2008,45425.84319,conspecific,sc2006067-sc2007090
Grey,sc2006069,2008,85068.03339,conspecific,sc2006069-sc2007028
Grey,sc2006069,2008,12943.48855,conspecific,sc2006069-sc2007032
Grey,sc2006069,2008,36613.02557,conspecific,sc2006069-sc2007038
Grey,sc2006069,2008,54668.9915,conspecific,sc2006069-sc2007041
Grey,sc2006069,2008,52581.46838,conspecific,sc2006069-sc2007090
Grey,sc2007028,2008,96900.10219,conspecific,sc2007028-sc2007032
Grey,sc2007028,2008,72021.80313,conspecific,sc2007028-sc2007038
Grey,sc2007028,2008,86416.75241,conspecific,sc2007028-sc2007041
Grey,sc2007028,2008,56440.0316,conspecific,sc2007028-sc2007090
Grey,sc2007032,2008,48135.42554,conspecific,sc2007032-sc2007038
Grey,sc2007032,2008,64180.16016,conspecific,sc2007032-sc2007041
Grey,sc2007032,2008,59043.0392,conspecific,sc2007032-sc2007090
Grey,sc2007038,2008,21813.88889,conspecific,sc2007038-sc2007041
Grey,sc2007038,2008,67831.58229,conspecific,sc2007038-sc2007090
Grey,sc2007041,2008,89505.79325,conspecific,sc2007041-sc2007090
Grey,sc2006007,2009,78206.51843,conspecific,sc2006007-sc2006011
Grey,sc2006007,2009,29155.86929,conspecific,sc2006007-sc2006037
Grey,sc2006007,2009,92439.52136,conspecific,sc2006007-sc2006051
Grey,sc2006007,2009,75228.98545,conspecific,sc2006007-sc2006069
Grey,sc2006007,2009,67574.86985,conspecific,sc2006007-sc2007028
Grey,sc2006007,2009,91408.67988,conspecific,sc2006007-sc2007032
Grey,sc2006007,2009,46852.41829,conspecific,sc2006007-sc2007038
Grey,sc2006007,2009,22995.67254,conspecific,sc2006007-sc2007041
Grey,sc2006007,2009,93820.74103,conspecific,sc2006007-sc2007090
Grey,sc2006011,2009,74184.42258,conspecific,sc2006011-sc2006037
Grey,sc2006011,2009,20534.52796,conspecific,sc2006011-sc2006051
Grey,sc2006011,2009,32832.21062,conspecific,sc2006011-sc2006069
Grey,sc2006011,2009,32486.04438,conspecific,sc2006011-sc2007028
Grey,sc2006011,2009,39239.22352,conspecific,sc2006011-sc2007032
Grey,sc2006011,2009,47082.43256,conspecific,sc2006011-sc2007038
Grey,sc2006011,2009,57083.82588,conspecific,sc2006011-sc2007041
Grey,sc2006011,2009,24256.79942,conspecific,sc2006011-sc2007090
Grey,sc2006037,2009,82502.64131,conspecific,sc2006037-sc2006051
Grey,sc2006037,2009,83429.38913,conspecific,sc2006037-sc2006069
Grey,sc2006037,2009,76193.39526,conspecific,sc2006037-sc2007028
Grey,sc2006037,2009,99055.50108,conspecific,sc2006037-sc2007032
Grey,sc2006037,2009,61263.30672,conspecific,sc2006037-sc2007038
Grey,sc2006037,2009,37440.32565,conspecific,sc2006037-sc2007041
Grey,sc2006037,2009,82596.65527,conspecific,sc2006037-sc2007090
Grey,sc2006051,2009,52497.82029,conspecific,sc2006051-sc2006069
Grey,sc2006051,2009,52903.11438,conspecific,sc2006051-sc2007028
Grey,sc2006051,2009,55646.20134,conspecific,sc2006051-sc2007032
Grey,sc2006051,2009,66930.51494,conspecific,sc2006051-sc2007038
Grey,sc2006051,2009,73349.38588,conspecific,sc2006051-sc2007041
Grey,sc2006051,2009,4220.898521,conspecific,sc2006051-sc2007090
Grey,sc2006069,2009,7659.718363,conspecific,sc2006069-sc2007028
Grey,sc2006069,2009,16205.47381,conspecific,sc2006069-sc2007032
Grey,sc2006069,2009,29904.91534,conspecific,sc2006069-sc2007038
Grey,sc2006069,2009,52355.29696,conspecific,sc2006069-sc2007041
Grey,sc2006069,2009,56534.08268,conspecific,sc2006069-sc2007090
Grey,sc2007028,2009,23863.44244,conspecific,sc2007028-sc2007032
Grey,sc2007028,2009,22662.89279,conspecific,sc2007028-sc2007038
Grey,sc2007028,2009,44695.58793,conspecific,sc2007028-sc2007041
Grey,sc2007028,2009,56727.1959,conspecific,sc2007028-sc2007090
Grey,sc2007032,2009,45596.60044,conspecific,sc2007032-sc2007038
Grey,sc2007032,2009,68557.05777,conspecific,sc2007032-sc2007041
Grey,sc2007032,2009,59866.75671,conspecific,sc2007032-sc2007090
Grey,sc2007038,2009,25169.7198,conspecific,sc2007038-sc2007041
Grey,sc2007038,2009,70067.12614,conspecific,sc2007038-sc2007090
Grey,sc2007041,2009,75346.69396,conspecific,sc2007041-sc2007090
Grey,sc2006007,2010,72003.67967,conspecific,sc2006007-sc2006011
Grey,sc2006007,2010,46279.46992,conspecific,sc2006007-sc2006037
Grey,sc2006007,2010,86798.24421,conspecific,sc2006007-sc2006051
Grey,sc2006007,2010,54859.19558,conspecific,sc2006007-sc2007028
Grey,sc2006007,2010,92882.90009,conspecific,sc2006007-sc2007032
Grey,sc2006007,2010,44411.51962,conspecific,sc2006007-sc2007038
Grey,sc2006007,2010,37638.4063,conspecific,sc2006007-sc2007041
Grey,sc2006007,2010,88008.95926,conspecific,sc2006007-sc2007090
Grey,sc2006011,2010,62727.23924,conspecific,sc2006011-sc2006037
Grey,sc2006011,2010,40731.42565,conspecific,sc2006011-sc2006051
Grey,sc2006011,2010,22000.64003,conspecific,sc2006011-sc2007028
Grey,sc2006011,2010,80548.5822,conspecific,sc2006011-sc2007032
Grey,sc2006011,2010,68358.21133,conspecific,sc2006011-sc2007038
Grey,sc2006011,2010,80502.85917,conspecific,sc2006011-sc2007041
Grey,sc2006011,2010,30672.42354,conspecific,sc2006011-sc2007090
Grey,sc2006037,2010,96338.50585,conspecific,sc2006037-sc2006051
Grey,sc2006037,2010,59854.37365,conspecific,sc2006037-sc2007028
Grey,sc2006037,2010,120690.7596,conspecific,sc2006037-sc2007032
Grey,sc2006037,2010,81008.78213,conspecific,sc2006037-sc2007038
Grey,sc2006037,2010,80729.24841,conspecific,sc2006037-sc2007041
Grey,sc2006037,2010,90770.69831,conspecific,sc2006037-sc2007090
Grey,sc2006051,2010,36775.32415,conspecific,sc2006051-sc2007028
Grey,sc2006051,2010,45413.08044,conspecific,sc2006051-sc2007032
Grey,sc2006051,2010,59549.89122,conspecific,sc2006051-sc2007038
Grey,sc2006051,2010,76013.32515,conspecific,sc2006051-sc2007041
Grey,sc2006051,2010,13551.35598,conspecific,sc2006051-sc2007090
Grey,sc2007028,2010,65815.69113,conspecific,sc2007028-sc2007032
Grey,sc2007028,2010,46430.30158,conspecific,sc2007028-sc2007038
Grey,sc2007028,2010,58620.51859,conspecific,sc2007028-sc2007041
Grey,sc2007028,2010,34024.45965,conspecific,sc2007028-sc2007090
Grey,sc2007032,2010,49834.98754,conspecific,sc2007032-sc2007038
Grey,sc2007032,2010,64105.38789,conspecific,sc2007032-sc2007041
Grey,sc2007032,2010,58899.78988,conspecific,sc2007032-sc2007090
Grey,sc2007038,2010,16740.6433,conspecific,sc2007038-sc2007041
Grey,sc2007038,2010,67158.131,conspecific,sc2007038-sc2007090
Grey,sc2007041,2010,82918.5679,conspecific,sc2007041-sc2007090
Grey,sc2006011,2011,78645.49477,conspecific,sc2006011-sc2006037
Grey,sc2006011,2011,20938.52856,conspecific,sc2006011-sc2006051
Grey,sc2006011,2011,39961.75548,conspecific,sc2006011-sc2007032
Grey,sc2006011,2011,49139.10615,conspecific,sc2006011-sc2007038
Grey,sc2006011,2011,64737.91068,conspecific,sc2006011-sc2007041
Grey,sc2006037,2011,87686.26088,conspecific,sc2006037-sc2006051
Grey,sc2006037,2011,105739.8504,conspecific,sc2006037-sc2007032
Grey,sc2006037,2011,67756.85304,conspecific,sc2006037-sc2007038
Grey,sc2006037,2011,66894.05069,conspecific,sc2006037-sc2007041
Grey,sc2006051,2011,55449.83949,conspecific,sc2006051-sc2007032
Grey,sc2006051,2011,69735.99833,conspecific,sc2006051-sc2007038
Grey,sc2006051,2011,85018.84203,conspecific,sc2006051-sc2007041
Grey,sc2007032,2011,47837.92182,conspecific,sc2007032-sc2007038
Grey,sc2007032,2011,62148.47433,conspecific,sc2007032-sc2007041
Grey,sc2007038,2011,16131.18448,conspecific,sc2007038-sc2007041
Grey,sc2006011,2012,83944.59581,conspecific,sc2006011-sc2006037
Grey,sc2006011,2012,38971.28235,conspecific,sc2006011-sc2007032
Grey,sc2006011,2012,48391.93333,conspecific,sc2006011-sc2007038
Grey,sc2006037,2012,112475.3401,conspecific,sc2006037-sc2007032
Grey,sc2006037,2012,74312.56049,conspecific,sc2006037-sc2007038
Grey,sc2007032,2012,48887.12503,conspecific,sc2007032-sc2007038
Lapoile,sc2007055,2008,23618.17046,self,sc2007055-sc2007055
Lapoile,sc2007055,2009,4128.634488,self,sc2007055-sc2007055
Lapoile,sc2007055,2010,28051.38171,self,sc2007055-sc2007055
Lapoile,sc2007055,2011,32064.44696,self,sc2007055-sc2007055
Lapoile,sc2007055,2012,39656.11127,self,sc2007055-sc2007055
Lapoile,sc2007062,2010,15687.10679,self,sc2007062-sc2007062
Lapoile,sc2007062,2011,12212.67211,self,sc2007062-sc2007062
Lapoile,sc2007062,2012,24929.19145,self,sc2007062-sc2007062
Lapoile,sc2007063,2008,104512.6188,self,sc2007063-sc2007063
Lapoile,sc2007063,2009,1076.699659,self,sc2007063-sc2007063
Lapoile,sc2007063,2010,787.7608807,self,sc2007063-sc2007063
Lapoile,sc2007066,2008,48559.62986,self,sc2007066-sc2007066
Lapoile,sc2007067,2008,48288.95481,self,sc2007067-sc2007067
Lapoile,sc2007067,2009,25877.81679,self,sc2007067-sc2007067
Lapoile,sc2007067,2010,68978.65507,self,sc2007067-sc2007067
Lapoile,sc2007067,2011,51428.78687,self,sc2007067-sc2007067
Lapoile,sc2007067,2012,5262.936636,self,sc2007067-sc2007067
Lapoile,sc2007073,2008,1156.141941,self,sc2007073-sc2007073
Lapoile,sc2007073,2009,37591.14532,self,sc2007073-sc2007073
Lapoile,sc2007073,2010,10114.77082,self,sc2007073-sc2007073
Lapoile,sc2007074,2008,40776.9226,self,sc2007074-sc2007074
Lapoile,sc2007074,2009,6151.03879,self,sc2007074-sc2007074
Lapoile,sc2007074,2010,26397.31209,self,sc2007074-sc2007074
Lapoile,sc2007074,2011,44322.46241,self,sc2007074-sc2007074
Lapoile,sc2007074,2012,5038.403973,self,sc2007074-sc2007074
Lapoile,sc2007077,2008,8865.668279,self,sc2007077-sc2007077
Lapoile,sc2007079,2008,17886.79621,self,sc2007079-sc2007079
Lapoile,sc2007079,2009,3729.724095,self,sc2007079-sc2007079
Lapoile,sc2007079,2010,11574.88143,self,sc2007079-sc2007079
Lapoile,sc2007085,2008,97506.17685,self,sc2007085-sc2007085
Lapoile,sc2007085,2009,134851.1837,self,sc2007085-sc2007085
Lapoile,sc2007085,2010,118488.6204,self,sc2007085-sc2007085
Lapoile,sc2007086,2008,18361.96301,self,sc2007086-sc2007086
Lapoile,sc2007086,2009,23005.28817,self,sc2007086-sc2007086
Lapoile,sc2007086,2010,16944.16647,self,sc2007086-sc2007086
Lapoile,sc2009001,2010,12436.06316,self,sc2009001-sc2009001
Lapoile,sc2009001,2011,15645.79469,self,sc2009001-sc2009001
Lapoile,sc2009001,2012,11559.58054,self,sc2009001-sc2009001
Lapoile,sc2009006,2010,2056.940548,self,sc2009006-sc2009006
Lapoile,sc2006066,2007,32490.09577,conspecific,sc2006066-sc2006071
Lapoile,sc2006066,2007,108367.2518,conspecific,sc2006066-sc2007055
Lapoile,sc2006066,2007,100507.9844,conspecific,sc2006066-sc2007063
Lapoile,sc2006066,2007,87274.33754,conspecific,sc2006066-sc2007066
Lapoile,sc2006066,2007,82892.71921,conspecific,sc2006066-sc2007067
Lapoile,sc2006066,2007,105315.7222,conspecific,sc2006066-sc2007068
Lapoile,sc2006066,2007,96128.69803,conspecific,sc2006066-sc2007073
Lapoile,sc2006066,2007,75389.81863,conspecific,sc2006066-sc2007074
Lapoile,sc2006066,2007,127446.3146,conspecific,sc2006066-sc2007077
Lapoile,sc2006066,2007,96135.30102,conspecific,sc2006066-sc2007079
Lapoile,sc2006066,2007,102083.1106,conspecific,sc2006066-sc2007082
Lapoile,sc2006066,2007,31604.55688,conspecific,sc2006066-sc2007085
Lapoile,sc2006066,2007,115703.5001,conspecific,sc2006066-sc2007086
Lapoile,sc2006066,2007,102328.3392,conspecific,sc2006066-sc2007092
Lapoile,sc2006071,2007,81726.64022,conspecific,sc2006071-sc2007055
Lapoile,sc2006071,2007,79890.898,conspecific,sc2006071-sc2007063
Lapoile,sc2006071,2007,59911.33901,conspecific,sc2006071-sc2007066
Lapoile,sc2006071,2007,50776.52736,conspecific,sc2006071-sc2007067
Lapoile,sc2006071,2007,80201.11945,conspecific,sc2006071-sc2007068
Lapoile,sc2006071,2007,69270.50247,conspecific,sc2006071-sc2007073
Lapoile,sc2006071,2007,47491.14844,conspecific,sc2006071-sc2007074
Lapoile,sc2006071,2007,98478.85709,conspecific,sc2006071-sc2007077
Lapoile,sc2006071,2007,68291.31831,conspecific,sc2006071-sc2007079
