Herd,id,season_yr,distance,comparison,dyadID
Fogo,FO2017001,2017,4224.445235,conspecific,FO2017001-FO2017014
Fogo,FO2017001,2017,11555.77735,conspecific,FO2017001-FO2017006
Fogo,FO2017001,2017,7574.151347,conspecific,FO2017001-FO2017013
Fogo,FO2017001,2017,5556.850405,conspecific,FO2017001-FO2017012
Fogo,FO2017001,2017,13075.90723,conspecific,FO2017001-FO2017008
Fogo,FO2017003,2017,10572.83883,conspecific,FO2017003-FO2017011
Fogo,FO2017003,2017,608.5936427,conspecific,FO2017003-FO2017007
Fogo,FO2017003,2017,9769.782591,conspecific,FO2017003-FO2017004
Fogo,FO2017003,2017,7345.882989,conspecific,FO2017003-FO2017009
Fogo,FO2017003,2017,13152.02134,conspecific,FO2017003-FO2017014
Fogo,FO2017003,2017,3809.168689,conspecific,FO2017003-FO2017006
Fogo,FO2017003,2017,14582.65664,conspecific,FO2017003-FO2017013
Fogo,FO2017003,2017,15177.17012,conspecific,FO2017003-FO2017012
Fogo,FO2017003,2017,2238.801149,conspecific,FO2017003-FO2017008
Fogo,FO2017004,2017,16283.92468,conspecific,FO2017004-FO2017011
Fogo,FO2017004,2017,10271.55307,conspecific,FO2017004-FO2017007
Fogo,FO2017004,2017,14458.76279,conspecific,FO2017004-FO2017009
Fogo,FO2017004,2017,5966.236755,conspecific,FO2017004-FO2017014
Fogo,FO2017004,2017,8061.795871,conspecific,FO2017004-FO2017006
Fogo,FO2017004,2017,6821.136209,conspecific,FO2017004-FO2017013
Fogo,FO2017004,2017,8121.770577,conspecific,FO2017004-FO2017012
Fogo,FO2017004,2017,8739.594166,conspecific,FO2017004-FO2017008
Fogo,FO2017006,2017,8850.404251,conspecific,FO2017006-FO2017011
Fogo,FO2017006,2017,4393.763863,conspecific,FO2017006-FO2017007
Fogo,FO2017006,2017,6477.487424,conspecific,FO2017006-FO2017009
Fogo,FO2017006,2017,9942.154638,conspecific,FO2017006-FO2017014
Fogo,FO2017006,2017,14165.38889,conspecific,FO2017006-FO2017013
Fogo,FO2017006,2017,11800.05098,conspecific,FO2017006-FO2017012
Fogo,FO2017006,2017,5019.642097,conspecific,FO2017006-FO2017008
Fogo,FO2017007,2017,10788.07318,conspecific,FO2017007-FO2017011
Fogo,FO2017007,2017,7484.947161,conspecific,FO2017007-FO2017009
Fogo,FO2017007,2017,13751.01825,conspecific,FO2017007-FO2017014
Fogo,FO2017007,2017,14906.78473,conspecific,FO2017007-FO2017013
Fogo,FO2017007,2017,15781.83206,conspecific,FO2017007-FO2017012
Fogo,FO2017007,2017,2298.810826,conspecific,FO2017007-FO2017008
Fogo,FO2017008,2017,12729.57214,conspecific,FO2017008-FO2017011
Fogo,FO2017008,2017,9564.254233,conspecific,FO2017008-FO2017009
Fogo,FO2017008,2017,13016.46213,conspecific,FO2017008-FO2017014
Fogo,FO2017008,2017,12769.1888,conspecific,FO2017008-FO2017013
Fogo,FO2017008,2017,15163.41651,conspecific,FO2017008-FO2017012
Fogo,FO2017009,2017,3468.101845,conspecific,FO2017009-FO2017011
Fogo,FO2017009,2017,15009.71827,conspecific,FO2017009-FO2017014
Fogo,FO2017009,2017,20630.67661,conspecific,FO2017009-FO2017013
Fogo,FO2017009,2017,16362.55289,conspecific,FO2017009-FO2017012
Fogo,FO2017011,2017,15569.99488,conspecific,FO2017011-FO2017014
Fogo,FO2017011,2017,22829.82863,conspecific,FO2017011-FO2017013
Fogo,FO2017011,2017,16507.55697,conspecific,FO2017011-FO2017012
Fogo,FO2017012,2017,2228.768443,conspecific,FO2017012-FO2017014
Fogo,FO2017012,2017,13098.91092,conspecific,FO2017012-FO2017013
Fogo,FO2017013,2017,11444.98942,conspecific,FO2017013-FO2017014
Fogo,FO2016003,2018,15615.6647,conspecific,FO2016003-FO2017003
Fogo,FO2016003,2018,16114.92667,conspecific,FO2016003-FO2016012
Fogo,FO2016003,2018,4314.368021,conspecific,FO2016003-FO2017007
Fogo,FO2016003,2018,7269.031299,conspecific,FO2016003-FO2016009
Fogo,FO2016003,2018,10101.94668,conspecific,FO2016003-FO2018002
Fogo,FO2016003,2018,5942.933503,conspecific,FO2016003-FO2016005
Fogo,FO2016003,2018,10284.43199,conspecific,FO2016003-FO2017004
Fogo,FO2016003,2018,13196.66313,conspecific,FO2016003-FO2017009
Fogo,FO2016003,2018,5641.542819,conspecific,FO2016003-FO2017014
Fogo,FO2016003,2018,11267.40296,conspecific,FO2016003-FO2017006
Fogo,FO2016003,2018,13190.83882,conspecific,FO2016003-FO2016015
Fogo,FO2016003,2018,18357.9684,conspecific,FO2016003-FO2016011
Fogo,FO2016003,2018,10058.66686,conspecific,FO2016003-FO2017001
Fogo,FO2016003,2018,4274.054125,conspecific,FO2016003-FO2017012
Fogo,FO2016003,2018,12374.47413,conspecific,FO2016003-FO2017008
Fogo,FO2016003,2018,6279.34793,conspecific,FO2016003-FO2016013
Fogo,FO2016005,2018,10673.95165,conspecific,FO2016005-FO2017003
Fogo,FO2016005,2018,11595.43698,conspecific,FO2016005-FO2016012
Fogo,FO2016005,2018,7080.885425,conspecific,FO2016005-FO2017007
Fogo,FO2016005,2018,6202.83037,conspecific,FO2016005-FO2016009
Fogo,FO2016005,2018,9080.510449,conspecific,FO2016005-FO2018002
Fogo,FO2016005,2018,6047.550952,conspecific,FO2016005-FO2017004
Fogo,FO2016005,2018,9957.319666,conspecific,FO2016005-FO2017009
Fogo,FO2016005,2018,7805.249865,conspecific,FO2016005-FO2017014
Fogo,FO2016005,2018,7805.404523,conspecific,FO2016005-FO2017006
Fogo,FO2016005,2018,10151.97497,conspecific,FO2016005-FO2016015
Fogo,FO2016005,2018,13560.02438,conspecific,FO2016005-FO2016011
Fogo,FO2016005,2018,7853.13598,conspecific,FO2016005-FO2017001
Fogo,FO2016005,2018,7148.918004,conspecific,FO2016005-FO2017012
Fogo,FO2016005,2018,9096.744031,conspecific,FO2016005-FO2017008
Fogo,FO2016005,2018,908.0018093,conspecific,FO2016005-FO2016013
Fogo,FO2016009,2018,9791.438446,conspecific,FO2016009-FO2017003
Fogo,FO2016009,2018,9751.070122,conspecific,FO2016009-FO2016012
Fogo,FO2016009,2018,10952.58861,conspecific,FO2016009-FO2017007
Fogo,FO2016009,2018,3068.320151,conspecific,FO2016009-FO2018002
Fogo,FO2016009,2018,12187.60143,conspecific,FO2016009-FO2017004
Fogo,FO2016009,2018,6149.808651,conspecific,FO2016009-FO2017009
Fogo,FO2016009,2018,12128.4594,conspecific,FO2016009-FO2017014
Fogo,FO2016009,2018,4572.403921,conspecific,FO2016009-FO2017006
Fogo,FO2016009,2018,6061.019884,conspecific,FO2016009-FO2016015
Fogo,FO2016009,2018,19166.44101,conspecific,FO2016009-FO2016011
Fogo,FO2016009,2018,13953.50118,conspecific,FO2016009-FO2017001
Fogo,FO2016009,2018,10960.74448,conspecific,FO2016009-FO2017012
Fogo,FO2016009,2018,5410.618349,conspecific,FO2016009-FO2017008
Fogo,FO2016009,2018,7110.652284,conspecific,FO2016009-FO2016013
Fogo,FO2016011,2018,16481.55044,conspecific,FO2016011-FO2017003
Fogo,FO2016011,2018,18192.36406,conspecific,FO2016011-FO2016012
Fogo,FO2016011,2018,16306.09675,conspecific,FO2016011-FO2017007
Fogo,FO2016011,2018,21419.67485,conspecific,FO2016011-FO2018002
