calved,calving_date,lost,Herd,id,season,season_yr,dist_to_last_yr,mean_diff_dist,mean_ln_dist,prop_forest
TRUE,2010-05-22,FALSE,Pothill,sc2007020,calving,2010,1380.555004,2742.114725,0.079802207,0.769495413
TRUE,2011-05-22,FALSE,Pothill,sc2007020,calving,2011,332.4097245,5217.756975,0.255619325,0.778127684
TRUE,2010-06-22,TRUE,Pothill,sc2007034,calving,2010,2512.256721,5971.146887,0.096237113,0.498710232
TRUE,2011-06-05,TRUE,Pothill,sc2007034,calving,2011,13527.1155,9790.830168,0.147615052,0.137940923
TRUE,2008-05-21,FALSE,Pothill,sc2007044,calving,2008,4378.41305,4096.468095,0.24444963,0.910051399
TRUE,2009-05-25,FALSE,Pothill,sc2007044,calving,2009,33408.34453,22335.40336,0.775898056,0.080561927
TRUE,2010-05-22,FALSE,Pothill,sc2007044,calving,2010,9708.559578,8569.691462,0.217938849,0.165187518
TRUE,2011-05-22,FALSE,Pothill,sc2007044,calving,2011,12494.01914,4737.860165,0.110890457,0.380419179
TRUE,2008-05-21,FALSE,Pothill,sc2007046,calving,2008,440.7697323,2751.059908,0.117538826,0.571305842
TRUE,2009-05-22,FALSE,Pothill,sc2007046,calving,2009,556.8657439,3747.662615,0.127874398,0.526059565
TRUE,2010-05-25,TRUE,Pothill,sc2007046,calving,2010,27932.75659,13618.15897,0.512165308,0.798280802
TRUE,2011-05-27,FALSE,Pothill,sc2007046,calving,2011,27725.82018,13268.35557,0.362746385,0.539764571
TRUE,2012-05-21,FALSE,Pothill,sc2007046,calving,2012,1044.617222,1363.427443,0.058450516,0.501002578
TRUE,2008-06-02,TRUE,Pothill,sc2007048,calving,2008,6547.814361,6957.105974,0.343599257,0.856445593
TRUE,2009-05-29,FALSE,Pothill,sc2007048,calving,2009,11930.54991,6820.92427,0.321285062,0.753727064
TRUE,2007-06-07,TRUE,Topsails,sc2006022,calving,2007,13500.37738,6607.061097,1.612225206,0.005747126
TRUE,2008-06-06,TRUE,Topsails,sc2006022,calving,2008,21370.5826,15601.49693,0.614974697,0.046812177
TRUE,2009-05-30,FALSE,Topsails,sc2006022,calving,2009,13422.36622,9686.78346,0.94292858,0.010309278
TRUE,2010-05-22,FALSE,Topsails,sc2006022,calving,2010,2568.314998,8944.731319,0.89331169,0.131880734
TRUE,2007-05-22,FALSE,Topsails,sc2006026,calving,2007,24599.10513,37266.37465,4.305180107,0.842286699
TRUE,2008-05-29,TRUE,Topsails,sc2006026,calving,2008,36696.68855,17866.88237,0.882480407,0.331708716
TRUE,2009-05-22,FALSE,Topsails,sc2006026,calving,2009,35824.05426,20286.27829,1.084208582,0.766695328
TRUE,2010-05-25,TRUE,Topsails,sc2006026,calving,2010,4725.170981,5827.495575,0.189683543,0.333142366
TRUE,2008-05-21,FALSE,Topsails,sc2006057,calving,2008,1395.91265,4806.286276,0.163148833,0.903752506
TRUE,2009-05-30,TRUE,Topsails,sc2006057,calving,2009,13444.60949,12974.14825,0.458273055,0.510327022
TRUE,2010-05-22,FALSE,Topsails,sc2006057,calving,2010,3259.833925,4229.236499,0.15833754,0.627793696
TRUE,2008-05-23,FALSE,Topsails,sc2006076,calving,2008,10673.19602,9124.796145,0.34881574,0.416929699
TRUE,2008-05-21,FALSE,Topsails,sc2006079,calving,2008,2365.370855,4617.566889,0.150634681,0.567211235
TRUE,2008-05-24,FALSE,Topsails,sc2006080,calving,2008,13198.04909,9425.094502,0.441666114,0.149856734
TRUE,2009-06-05,TRUE,Topsails,sc2006080,calving,2009,6505.493276,6808.650367,0.375855467,0.129873853
TRUE,2008-05-21,FALSE,Topsails,sc2006082,calving,2008,7779.078953,7136.122223,0.376297882,0.191404011
TRUE,2009-05-22,FALSE,Topsails,sc2006082,calving,2009,4524.914083,5935.780445,0.28023993,0.368436155
TRUE,2008-06-10,TRUE,Topsails,sc2006085,calving,2008,13249.06296,16159.225,1.009135917,0.057626147
TRUE,2009-06-07,TRUE,Topsails,sc2006085,calving,2009,22618.50075,12658.93127,0.596449026,0.583644189
TRUE,2010-05-24,FALSE,Topsails,sc2006085,calving,2010,11066.63006,6707.946698,0.313017988,0.439220183
TRUE,2011-05-30,TRUE,Topsails,sc2006085,calving,2011,13420.29018,10579.27918,0.548714137,0.307118255
TRUE,2012-05-23,FALSE,Topsails,sc2006085,calving,2012,7261.643628,2301.465245,0.164715899,0.400919012
TRUE,2008-05-30,FALSE,Topsails,sc2007004,calving,2008,32039.07321,17802.37018,0.79453999,0.234451132
TRUE,2008-06-05,TRUE,Topsails,sc2007010,calving,2008,4955.642716,16643.06981,1.000541321,0.154485526
TRUE,2009-06-06,TRUE,Topsails,sc2007010,calving,2009,5805.251886,10294.19331,0.770766912,0.045050215
TRUE,2010-05-28,TRUE,Topsails,sc2007010,calving,2010,6237.810176,7697.189608,0.717007033,0.611318587
TRUE,2011-05-25,FALSE,Topsails,sc2007010,calving,2011,3763.221752,4722.595845,0.191961628,0.075509618
TRUE,2008-06-04,TRUE,Topsails,sc2007051,calving,2008,14013.39655,11419.77942,0.450033237,0.438269837
TRUE,2009-06-08,TRUE,Topsails,sc2007051,calving,2009,27378.36851,17562.99792,1.219773523,0.104991394
TRUE,2010-06-01,FALSE,Topsails,sc2007051,calving,2010,18720.86089,14978.73507,1.065125516,0.05638237
TRUE,2008-05-21,FALSE,Topsails,sc2007054,calving,2008,62.90935006,3932.304186,0.095467128,0.654618474
TRUE,2009-05-22,FALSE,Topsails,sc2007054,calving,2009,1122.656104,4924.486196,0.124390679,0.838016055
TRUE,2010-05-28,FALSE,Topsails,sc2007054,calving,2010,1542.139688,4854.187016,0.115927221,0.744259472
TRUE,2011-06-02,TRUE,Topsails,sc2007054,calving,2011,2861.019246,4801.560136,0.154050348,0.756160458
TRUE,2008-06-05,TRUE,Topsails,sc2007096,calving,2008,66502.22298,23669.21897,0.711971946,0.793855871
TRUE,2009-06-01,TRUE,Topsails,sc2007096,calving,2009,66558.49732,22326.84882,0.657532452,0.815600803
TRUE,2010-05-30,TRUE,Topsails,sc2007096,calving,2010,1004.832173,8173.899666,0.228580993,0.738108883
TRUE,2011-05-22,FALSE,Topsails,sc2007096,calving,2011,484.9235647,10713.02208,0.471365493,0.806377478
TRUE,2010-05-23,TRUE,Topsails,sc2009002,calving,2010,988.3273447,4346.706729,0.094568679,0.811120665
TRUE,2010-06-15,TRUE,Topsails,sc2009004,calving,2010,9337.933702,10654.24556,0.106249291,0.87184633
TRUE,2010-05-22,FALSE,Topsails,sc2009005,calving,2010,1829.437016,4509.264704,0.16293703,0.496993988
TRUE,2011-05-22,FALSE,Topsails,sc2009005,calving,2011,2765.497728,8296.295753,0.271378803,0.469224163
TRUE,2010-05-24,FALSE,Topsails,sc2009011,calving,2010,16926.00003,9481.234054,0.686437382,0.079587747
TRUE,2011-05-22,FALSE,Topsails,sc2009011,calving,2011,13616.30887,6359.229855,0.341447809,0.085861477
TRUE,2012-05-21,FALSE,Topsails,sc2009011,calving,2012,435.1222039,6183.796699,0.481351728,0.150143266
TRUE,2010-05-25,FALSE,Topsails,sc2009012,calving,2010,11530.04801,8175.894572,0.443137838,0.004873853
TRUE,2011-05-27,FALSE,Topsails,sc2009012,calving,2011,5426.255398,5952.746377,0.240732906,0.036931005
TRUE,2012-05-26,FALSE,Topsails,sc2009012,calving,2012,9228.658717,14858.00321,1.549633085,0.024348324
