Herd,season_yr,season,ID1,ID2,distance,dyadID
Buchans,2007,calving,sc2007100,sc2006039,79840.48591,sc2006039-sc2007100
Buchans,2007,calving,sc2007100,sc2006060,25134.21613,sc2006060-sc2007100
Buchans,2007,calving,sc2007100,sc2006072,65460.64192,sc2006072-sc2007100
Buchans,2007,calving,sc2007100,sc2006086,12498.21908,sc2006086-sc2007100
Buchans,2007,calving,sc2007100,sc2007036,41731.13357,sc2007036-sc2007100
Buchans,2007,calving,sc2007100,sc2007058,13396.2413,sc2007058-sc2007100
Buchans,2008,calving,sc2006015,sc2006016,8535.420588,sc2006015-sc2006016
Buchans,2008,calving,sc2006015,sc2006017,16705.40943,sc2006015-sc2006017
Buchans,2008,calving,sc2006015,sc2006018,10486.07316,sc2006015-sc2006018
Buchans,2008,calving,sc2006015,sc2006039,106325.4813,sc2006015-sc2006039
Buchans,2008,calving,sc2006015,sc2006072,46536.22975,sc2006015-sc2006072
Buchans,2008,calving,sc2006015,sc2006086,15917.01991,sc2006015-sc2006086
Buchans,2008,calving,sc2006015,sc2007036,40518.82299,sc2006015-sc2007036
Buchans,2008,calving,sc2006015,sc2007058,7310.62812,sc2006015-sc2007058
Buchans,2008,calving,sc2006015,sc2007100,6303.047776,sc2006015-sc2007100
Buchans,2008,calving,sc2006016,sc2006015,8535.420588,sc2006015-sc2006016
Buchans,2008,calving,sc2006016,sc2006017,15131.85883,sc2006016-sc2006017
Buchans,2008,calving,sc2006016,sc2006018,3619.875306,sc2006016-sc2006018
Buchans,2008,calving,sc2006016,sc2006039,113323.6632,sc2006016-sc2006039
Buchans,2008,calving,sc2006016,sc2006072,46504.87056,sc2006016-sc2006072
Buchans,2008,calving,sc2006016,sc2006086,12033.82925,sc2006016-sc2006086
Buchans,2008,calving,sc2006016,sc2007036,41798.89095,sc2006016-sc2007036
Buchans,2008,calving,sc2006016,sc2007058,2255.244188,sc2006016-sc2007058
Buchans,2008,calving,sc2006016,sc2007100,3661.130059,sc2006016-sc2007100
Buchans,2008,calving,sc2006017,sc2006015,16705.40943,sc2006015-sc2006017
Buchans,2008,calving,sc2006017,sc2006016,15131.85883,sc2006016-sc2006017
Buchans,2008,calving,sc2006017,sc2006018,18611.35997,sc2006017-sc2006018
Buchans,2008,calving,sc2006017,sc2006039,121300.4519,sc2006017-sc2006039
Buchans,2008,calving,sc2006017,sc2006072,31373.01173,sc2006017-sc2006072
Buchans,2008,calving,sc2006017,sc2006086,27140.67952,sc2006017-sc2006086
Buchans,2008,calving,sc2006017,sc2007036,26984.32537,sc2006017-sc2007036
Buchans,2008,calving,sc2006017,sc2007058,13333.50203,sc2006017-sc2007058
Buchans,2008,calving,sc2006017,sc2007100,17572.63577,sc2006017-sc2007100
Buchans,2008,calving,sc2006018,sc2006015,10486.07316,sc2006015-sc2006018
Buchans,2008,calving,sc2006018,sc2006016,3619.875306,sc2006016-sc2006018
Buchans,2008,calving,sc2006018,sc2006017,18611.35997,sc2006017-sc2006018
Buchans,2008,calving,sc2006018,sc2006039,112700.5163,sc2006018-sc2006039
Buchans,2008,calving,sc2006018,sc2006072,49963.69895,sc2006018-sc2006072
Buchans,2008,calving,sc2006018,sc2006086,8542.654667,sc2006018-sc2006086
Buchans,2008,calving,sc2006018,sc2007036,45383.09385,sc2006018-sc2007036
Buchans,2008,calving,sc2006018,sc2007058,5816.522549,sc2006018-sc2007058
Buchans,2008,calving,sc2006018,sc2007100,4226.644297,sc2006018-sc2007100
Buchans,2008,calving,sc2006039,sc2006015,106325.4813,sc2006015-sc2006039
Buchans,2008,calving,sc2006039,sc2006016,113323.6632,sc2006016-sc2006039
Buchans,2008,calving,sc2006039,sc2006017,121300.4519,sc2006017-sc2006039
Buchans,2008,calving,sc2006039,sc2006018,112700.5163,sc2006018-sc2006039
Buchans,2008,calving,sc2006039,sc2006072,141608.9413,sc2006039-sc2006072
Buchans,2008,calving,sc2006039,sc2006086,109051.5345,sc2006039-sc2006086
Buchans,2008,calving,sc2006039,sc2007036,133063.4625,sc2006039-sc2007036
Buchans,2008,calving,sc2006039,sc2007058,113116.394,sc2006039-sc2007058
Buchans,2008,calving,sc2006039,sc2007100,109701.3518,sc2006039-sc2007100
Buchans,2008,calving,sc2006072,sc2006015,46536.22975,sc2006015-sc2006072
Buchans,2008,calving,sc2006072,sc2006016,46504.87056,sc2006016-sc2006072
Buchans,2008,calving,sc2006072,sc2006017,31373.01173,sc2006017-sc2006072
Buchans,2008,calving,sc2006072,sc2006018,49963.69895,sc2006018-sc2006072
Buchans,2008,calving,sc2006072,sc2006039,141608.9413,sc2006039-sc2006072
Buchans,2008,calving,sc2006072,sc2006086,58503.03783,sc2006072-sc2006086
Buchans,2008,calving,sc2006072,sc2007036,8629.244774,sc2006072-sc2007036
Buchans,2008,calving,sc2006072,sc2007058,44663.54812,sc2006072-sc2007058
Buchans,2008,calving,sc2006072,sc2007100,48787.67848,sc2006072-sc2007100
Buchans,2008,calving,sc2006086,sc2006015,15917.01991,sc2006015-sc2006086
Buchans,2008,calving,sc2006086,sc2006016,12033.82925,sc2006016-sc2006086
Buchans,2008,calving,sc2006086,sc2006017,27140.67952,sc2006017-sc2006086
Buchans,2008,calving,sc2006086,sc2006018,8542.654667,sc2006018-sc2006086
Buchans,2008,calving,sc2006086,sc2006039,109051.5345,sc2006039-sc2006086
Buchans,2008,calving,sc2006086,sc2006072,58503.03783,sc2006072-sc2006086
Buchans,2008,calving,sc2006086,sc2007036,53804.41112,sc2006086-sc2007036
Buchans,2008,calving,sc2006086,sc2007058,14040.5522,sc2006086-sc2007058
Buchans,2008,calving,sc2006086,sc2007100,10567.74361,sc2006086-sc2007100
Buchans,2008,calving,sc2007036,sc2006015,40518.82299,sc2006015-sc2007036
Buchans,2008,calving,sc2007036,sc2006016,41798.89095,sc2006016-sc2007036
Buchans,2008,calving,sc2007036,sc2006017,26984.32537,sc2006017-sc2007036
Buchans,2008,calving,sc2007036,sc2006018,45383.09385,sc2006018-sc2007036
Buchans,2008,calving,sc2007036,sc2006039,133063.4625,sc2006039-sc2007036
Buchans,2008,calving,sc2007036,sc2006072,8629.244774,sc2006072-sc2007036
Buchans,2008,calving,sc2007036,sc2006086,53804.41112,sc2006086-sc2007036
Buchans,2008,calving,sc2007036,sc2007058,39767.19472,sc2007036-sc2007058
Buchans,2008,calving,sc2007036,sc2007100,43606.21978,sc2007036-sc2007100
Buchans,2008,calving,sc2007058,sc2006015,7310.62812,sc2006015-sc2007058
Buchans,2008,calving,sc2007058,sc2006016,2255.244188,sc2006016-sc2007058
Buchans,2008,calving,sc2007058,sc2006017,13333.50203,sc2006017-sc2007058
Buchans,2008,calving,sc2007058,sc2006018,5816.522549,sc2006018-sc2007058
Buchans,2008,calving,sc2007058,sc2006039,113116.394,sc2006039-sc2007058
Buchans,2008,calving,sc2007058,sc2006072,44663.54812,sc2006072-sc2007058
Buchans,2008,calving,sc2007058,sc2006086,14040.5522,sc2006086-sc2007058
Buchans,2008,calving,sc2007058,sc2007036,39767.19472,sc2007036-sc2007058
Buchans,2008,calving,sc2007058,sc2007100,4378.82243,sc2007058-sc2007100
Buchans,2008,calving,sc2007100,sc2006015,6303.047776,sc2006015-sc2007100
Buchans,2008,calving,sc2007100,sc2006016,3661.130059,sc2006016-sc2007100
Buchans,2008,calving,sc2007100,sc2006017,17572.63577,sc2006017-sc2007100
Buchans,2008,calving,sc2007100,sc2006018,4226.644297,sc2006018-sc2007100
Buchans,2008,calving,sc2007100,sc2006039,109701.3518,sc2006039-sc2007100
Buchans,2008,calving,sc2007100,sc2006072,48787.67848,sc2006072-sc2007100
Buchans,2008,calving,sc2007100,sc2006086,10567.74361,sc2006086-sc2007100
Buchans,2008,calving,sc2007100,sc2007036,43606.21978,sc2007036-sc2007100
Buchans,2008,calving,sc2007100,sc2007058,4378.82243,sc2007058-sc2007100
Buchans,2009,calving,sc2006015,sc2006016,16199.62601,sc2006015-sc2006016
Buchans,2009,calving,sc2006015,sc2006017,11149.04164,sc2006015-sc2006017
Buchans,2009,calving,sc2006015,sc2006018,29488.53013,sc2006015-sc2006018
Buchans,2009,calving,sc2006015,sc2006039,89320.26828,sc2006015-sc2006039
Buchans,2009,calving,sc2006015,sc2007036,28922.92211,sc2006015-sc2007036
Buchans,2009,calving,sc2006015,sc2007058,206.367239,sc2006015-sc2007058
Buchans,2009,calving,sc2006015,sc2009007,39304.15566,sc2006015-sc2009007
Buchans,2009,calving,sc2006015,sc2009008,22825.6154,sc2006015-sc2009008
Buchans,2009,calving,sc2006015,sc2009010,17176.8729,sc2006015-sc2009010
Buchans,2009,calving,sc2006016,sc2006015,16199.62601,sc2006015-sc2006016
Buchans,2009,calving,sc2006016,sc2006017,17031.67965,sc2006016-sc2006017
Buchans,2009,calving,sc2006016,sc2006018,13424.002,sc2006016-sc2006018
Buchans,2009,calving,sc2006016,sc2006039,78009.15277,sc2006016-sc2006039
Buchans,2009,calving,sc2006016,sc2007036,45121.28129,sc2006016-sc2007036
Buchans,2009,calving,sc2006016,sc2007058,15995.01516,sc2006016-sc2007058
Buchans,2009,calving,sc2006016,sc2009007,23242.243,sc2006016-sc2009007
Buchans,2009,calving,sc2006016,sc2009008,14053.1358,sc2006016-sc2009008
Buchans,2009,calving,sc2006016,sc2009010,1458.874943,sc2006016-sc2009010
Buchans,2009,calving,sc2006017,sc2006015,11149.04164,sc2006015-sc2006017
Buchans,2009,calving,sc2006017,sc2006016,17031.67965,sc2006016-sc2006017
Buchans,2009,calving,sc2006017,sc2006018,29557.04486,sc2006017-sc2006018
Buchans,2009,calving,sc2006017,sc2006039,80154.78888,sc2006017-sc2006039
Buchans,2009,calving,sc2006017,sc2007036,33521.1909,sc2006017-sc2007036
Buchans,2009,calving,sc2006017,sc2007058,11121.88873,sc2006017-sc2007058
Buchans,2009,calving,sc2006017,sc2009007,38990.21158,sc2006017-sc2009007
Buchans,2009,calving,sc2006017,sc2009008,28924.24487,sc2006017-sc2009008
Buchans,2009,calving,sc2006017,sc2009010,17121.01795,sc2006017-sc2009010
Buchans,2009,calving,sc2006018,sc2006015,29488.53013,sc2006015-sc2006018
Buchans,2009,calving,sc2006018,sc2006016,13424.002,sc2006016-sc2006018
Buchans,2009,calving,sc2006018,sc2006017,29557.04486,sc2006017-sc2006018
Buchans,2009,calving,sc2006018,sc2006039,72420.9673,sc2006018-sc2006039
Buchans,2009,calving,sc2006018,sc2007036,58374.31648,sc2006018-sc2007036
Buchans,2009,calving,sc2006018,sc2007058,29282.35307,sc2006018-sc2007058
Buchans,2009,calving,sc2006018,sc2009007,9825.935835,sc2006018-sc2009007
Buchans,2009,calving,sc2006018,sc2009008,16021.28627,sc2006018-sc2009008
Buchans,2009,calving,sc2006018,sc2009010,12776.5558,sc2006018-sc2009010
Buchans,2009,calving,sc2006039,sc2006015,89320.26828,sc2006015-sc2006039
Buchans,2009,calving,sc2006039,sc2006016,78009.15277,sc2006016-sc2006039
Buchans,2009,calving,sc2006039,sc2006017,80154.78888,sc2006017-sc2006039
Buchans,2009,calving,sc2006039,sc2006018,72420.9673,sc2006018-sc2006039
Buchans,2009,calving,sc2006039,sc2007036,112285.6294,sc2006039-sc2007036
Buchans,2009,calving,sc2006039,sc2007058,89185.83138,sc2006039-sc2007058
Buchans,2009,calving,sc2006039,sc2009007,69201.88282,sc2006039-sc2009007
Buchans,2009,calving,sc2006039,sc2009008,88053.85169,sc2006039-sc2009008
Buchans,2009,calving,sc2006039,sc2009010,76550.27782,sc2006039-sc2009010
Buchans,2009,calving,sc2007036,sc2006015,28922.92211,sc2006015-sc2007036
Buchans,2009,calving,sc2007036,sc2006016,45121.28129,sc2006016-sc2007036
Buchans,2009,calving,sc2007036,sc2006017,33521.1909,sc2006017-sc2007036
Buchans,2009,calving,sc2007036,sc2006018,58374.31648,sc2006018-sc2007036
Buchans,2009,calving,sc2007036,sc2006039,112285.6294,sc2006039-sc2007036
Buchans,2009,calving,sc2007036,sc2007058,29127.95675,sc2007036-sc2007058
Buchans,2009,calving,sc2007036,sc2009007,68167.5425,sc2007036-sc2009007
Buchans,2009,calving,sc2007036,sc2009008,49154.36243,sc2007036-sc2009008
Buchans,2009,calving,sc2007036,sc2009010,46064.82425,sc2007036-sc2009010
Buchans,2009,calving,sc2007058,sc2006015,206.367239,sc2006015-sc2007058
Buchans,2009,calving,sc2007058,sc2006016,15995.01516,sc2006016-sc2007058
Buchans,2009,calving,sc2007058,sc2006017,11121.88873,sc2006017-sc2007058
Buchans,2009,calving,sc2007058,sc2006018,29282.35307,sc2006018-sc2007058
Buchans,2009,calving,sc2007058,sc2006039,89185.83138,sc2006039-sc2007058
Buchans,2009,calving,sc2007058,sc2007036,29127.95675,sc2007036-sc2007058
Buchans,2009,calving,sc2007058,sc2009007,39097.87908,sc2007058-sc2009007
Buchans,2009,calving,sc2007058,sc2009008,22647.43017,sc2007058-sc2009008
Buchans,2009,calving,sc2007058,sc2009010,16974.45079,sc2007058-sc2009010
Buchans,2009,calving,sc2009007,sc2006015,39304.15566,sc2006015-sc2009007
Buchans,2009,calving,sc2009007,sc2006016,23242.243,sc2006016-sc2009007
Buchans,2009,calving,sc2009007,sc2006017,38990.21158,sc2006017-sc2009007
Buchans,2009,calving,sc2009007,sc2006018,9825.935835,sc2006018-sc2009007
Buchans,2009,calving,sc2009007,sc2006039,69201.88282,sc2006039-sc2009007
Buchans,2009,calving,sc2009007,sc2007036,68167.5425,sc2007036-sc2009007
Buchans,2009,calving,sc2009007,sc2007058,39097.87908,sc2007058-sc2009007
Buchans,2009,calving,sc2009007,sc2009008,23277.46665,sc2009007-sc2009008
Buchans,2009,calving,sc2009007,sc2009010,22538.40155,sc2009007-sc2009010
Buchans,2009,calving,sc2009008,sc2006015,22825.6154,sc2006015-sc2009008
Buchans,2009,calving,sc2009008,sc2006016,14053.1358,sc2006016-sc2009008
Buchans,2009,calving,sc2009008,sc2006017,28924.24487,sc2006017-sc2009008
Buchans,2009,calving,sc2009008,sc2006018,16021.28627,sc2006018-sc2009008
Buchans,2009,calving,sc2009008,sc2006039,88053.85169,sc2006039-sc2009008
Buchans,2009,calving,sc2009008,sc2007036,49154.36243,sc2007036-sc2009008
Buchans,2009,calving,sc2009008,sc2007058,22647.43017,sc2007058-sc2009008
Buchans,2009,calving,sc2009008,sc2009007,23277.46665,sc2009007-sc2009008
Buchans,2009,calving,sc2009008,sc2009010,15070.49135,sc2009008-sc2009010
Buchans,2009,calving,sc2009010,sc2006015,17176.8729,sc2006015-sc2009010
Buchans,2009,calving,sc2009010,sc2006016,1458.874943,sc2006016-sc2009010
Buchans,2009,calving,sc2009010,sc2006017,17121.01795,sc2006017-sc2009010
Buchans,2009,calving,sc2009010,sc2006018,12776.5558,sc2006018-sc2009010
Buchans,2009,calving,sc2009010,sc2006039,76550.27782,sc2006039-sc2009010
Buchans,2009,calving,sc2009010,sc2007036,46064.82425,sc2007036-sc2009010
Buchans,2009,calving,sc2009010,sc2007058,16974.45079,sc2007058-sc2009010
Buchans,2009,calving,sc2009010,sc2009007,22538.40155,sc2009007-sc2009010
Buchans,2009,calving,sc2009010,sc2009008,15070.49135,sc2009008-sc2009010
Buchans,2010,calving,sc2006016,sc2006017,20024.05941,sc2006016-sc2006017
Buchans,2010,calving,sc2006016,sc2006018,16066.51908,sc2006016-sc2006018
Buchans,2010,calving,sc2006016,sc2006039,89147.26024,sc2006016-sc2006039
Buchans,2010,calving,sc2006016,sc2006072,39535.58446,sc2006016-sc2006072
Buchans,2010,calving,sc2006016,sc2007036,40558.85668,sc2006016-sc2007036
Buchans,2010,calving,sc2006016,sc2007058,12871.10191,sc2006016-sc2007058
Buchans,2010,calving,sc2006016,sc2009007,21303.93999,sc2006016-sc2009007
Buchans,2010,calving,sc2006016,sc2009010,8653.043051,sc2006016-sc2009010
Buchans,2010,calving,sc2006017,sc2006016,20024.05941,sc2006016-sc2006017
Buchans,2010,calving,sc2006017,sc2006018,26821.58823,sc2006017-sc2006018
Buchans,2010,calving,sc2006017,sc2006039,77730.25726,sc2006017-sc2006039
Buchans,2010,calving,sc2006017,sc2006072,31312.02729,sc2006017-sc2006072
Buchans,2010,calving,sc2006017,sc2007036,32865.77317,sc2006017-sc2007036
Buchans,2010,calving,sc2006017,sc2007058,14079.74466,sc2006017-sc2007058
Buchans,2010,calving,sc2006017,sc2009007,40134.88758,sc2006017-sc2009007
Buchans,2010,calving,sc2006017,sc2009010,20887.47489,sc2006017-sc2009010
Buchans,2010,calving,sc2006018,sc2006016,16066.51908,sc2006016-sc2006018
Buchans,2010,calving,sc2006018,sc2006017,26821.58823,sc2006017-sc2006018
Buchans,2010,calving,sc2006018,sc2006039,78750.76919,sc2006018-sc2006039
Buchans,2010,calving,sc2006018,sc2006072,53724.41446,sc2006018-sc2006072
Buchans,2010,calving,sc2006018,sc2007036,54945.65977,sc2006018-sc2007036
Buchans,2010,calving,sc2006018,sc2007058,27193.98659,sc2006018-sc2007058
Buchans,2010,calving,sc2006018,sc2009007,18418.05409,sc2006018-sc2009007
Buchans,2010,calving,sc2006018,sc2009010,7808.100129,sc2006018-sc2009010
Buchans,2010,calving,sc2006039,sc2006016,89147.26024,sc2006016-sc2006039
Buchans,2010,calving,sc2006039,sc2006017,77730.25726,sc2006017-sc2006039
Buchans,2010,calving,sc2006039,sc2006018,78750.76919,sc2006018-sc2006039
Buchans,2010,calving,sc2006039,sc2006072,104395.5561,sc2006039-sc2006072
Buchans,2010,calving,sc2006039,sc2007036,106080.4776,sc2006039-sc2007036
Buchans,2010,calving,sc2006039,sc2007058,90987.86779,sc2006039-sc2007058
Buchans,2010,calving,sc2006039,sc2009007,96078.86567,sc2006039-sc2009007
Buchans,2010,calving,sc2006039,sc2009010,82087.41519,sc2006039-sc2009010
Buchans,2010,calving,sc2006072,sc2006016,39535.58446,sc2006016-sc2006072
Buchans,2010,calving,sc2006072,sc2006017,31312.02729,sc2006017-sc2006072
Buchans,2010,calving,sc2006072,sc2006018,53724.41446,sc2006018-sc2006072
Buchans,2010,calving,sc2006072,sc2006039,104395.5561,sc2006039-sc2006072
Buchans,2010,calving,sc2006072,sc2007036,1687.525281,sc2006072-sc2007036
Buchans,2010,calving,sc2006072,sc2007058,26815.03581,sc2006072-sc2007058
Buchans,2010,calving,sc2006072,sc2009007,59632.64027,sc2006072-sc2009007
Buchans,2010,calving,sc2006072,sc2009010,46066.20978,sc2006072-sc2009010
Buchans,2010,calving,sc2007036,sc2006016,40558.85668,sc2006016-sc2007036
Buchans,2010,calving,sc2007036,sc2006017,32865.77317,sc2006017-sc2007036
Buchans,2010,calving,sc2007036,sc2006018,54945.65977,sc2006018-sc2007036
Buchans,2010,calving,sc2007036,sc2006039,106080.4776,sc2006039-sc2007036
Buchans,2010,calving,sc2007036,sc2006072,1687.525281,sc2006072-sc2007036
Buchans,2010,calving,sc2007036,sc2007058,27925.70275,sc2007036-sc2007058
Buchans,2010,calving,sc2007036,sc2009007,60443.58996,sc2007036-sc2009007
Buchans,2010,calving,sc2007036,sc2009010,47253.82599,sc2007036-sc2009010
Buchans,2010,calving,sc2007058,sc2006016,12871.10191,sc2006016-sc2007058
Buchans,2010,calving,sc2007058,sc2006017,14079.74466,sc2006017-sc2007058
Buchans,2010,calving,sc2007058,sc2006018,27193.98659,sc2006018-sc2007058
Buchans,2010,calving,sc2007058,sc2006039,90987.86779,sc2006039-sc2007058
Buchans,2010,calving,sc2007058,sc2006072,26815.03581,sc2006072-sc2007058
Buchans,2010,calving,sc2007058,sc2007036,27925.70275,sc2007036-sc2007058
Buchans,2010,calving,sc2007058,sc2009007,33832.16039,sc2007058-sc2009007
Buchans,2010,calving,sc2007058,sc2009010,19420.50219,sc2007058-sc2009010
Buchans,2010,calving,sc2009007,sc2006016,21303.93999,sc2006016-sc2009007
Buchans,2010,calving,sc2009007,sc2006017,40134.88758,sc2006017-sc2009007
Buchans,2010,calving,sc2009007,sc2006018,18418.05409,sc2006018-sc2009007
Buchans,2010,calving,sc2009007,sc2006039,96078.86567,sc2006039-sc2009007
Buchans,2010,calving,sc2009007,sc2006072,59632.64027,sc2006072-sc2009007
Buchans,2010,calving,sc2009007,sc2007036,60443.58996,sc2007036-sc2009007
Buchans,2010,calving,sc2009007,sc2007058,33832.16039,sc2007058-sc2009007
Buchans,2010,calving,sc2009007,sc2009010,19905.70424,sc2009007-sc2009010
Buchans,2010,calving,sc2009010,sc2006016,8653.043051,sc2006016-sc2009010
Buchans,2010,calving,sc2009010,sc2006017,20887.47489,sc2006017-sc2009010
Buchans,2010,calving,sc2009010,sc2006018,7808.100129,sc2006018-sc2009010
Buchans,2010,calving,sc2009010,sc2006039,82087.41519,sc2006039-sc2009010
Buchans,2010,calving,sc2009010,sc2006072,46066.20978,sc2006072-sc2009010
Buchans,2010,calving,sc2009010,sc2007036,47253.82599,sc2007036-sc2009010
Buchans,2010,calving,sc2009010,sc2007058,19420.50219,sc2007058-sc2009010
Buchans,2010,calving,sc2009010,sc2009007,19905.70424,sc2009007-sc2009010
Buchans,2011,calving,sc2006015,sc2006016,3957.056278,sc2006015-sc2006016
Buchans,2011,calving,sc2006015,sc2006017,21562.75556,sc2006015-sc2006017
Buchans,2011,calving,sc2006015,sc2006039,157699.0328,sc2006015-sc2006039
Buchans,2011,calving,sc2006015,sc2006072,47828.95161,sc2006015-sc2006072
Buchans,2011,calving,sc2006015,sc2009007,20912.4549,sc2006015-sc2009007
Buchans,2011,calving,sc2006015,sc2009010,3205.536955,sc2006015-sc2009010
Buchans,2011,calving,sc2006016,sc2006015,3957.056278,sc2006015-sc2006016
Buchans,2011,calving,sc2006016,sc2006017,17971.95031,sc2006016-sc2006017
Buchans,2011,calving,sc2006016,sc2006039,158570.6813,sc2006016-sc2006039
Buchans,2011,calving,sc2006016,sc2006072,43935.23664,sc2006016-sc2006072
Buchans,2011,calving,sc2006016,sc2009007,23304.04816,sc2006016-sc2009007
Buchans,2011,calving,sc2006016,sc2009010,4155.814448,sc2006016-sc2009010
Buchans,2011,calving,sc2006017,sc2006015,21562.75556,sc2006015-sc2006017
Buchans,2011,calving,sc2006017,sc2006016,17971.95031,sc2006016-sc2006017
Buchans,2011,calving,sc2006017,sc2006039,155220.4022,sc2006017-sc2006039
Buchans,2011,calving,sc2006017,sc2006072,31787.11965,sc2006017-sc2006072
Buchans,2011,calving,sc2006017,sc2009007,40566.75064,sc2006017-sc2009007
Buchans,2011,calving,sc2006017,sc2009010,21941.34822,sc2006017-sc2009010
Buchans,2011,calving,sc2006039,sc2006015,157699.0328,sc2006015-sc2006039
Buchans,2011,calving,sc2006039,sc2006016,158570.6813,sc2006016-sc2006039
Buchans,2011,calving,sc2006039,sc2006017,155220.4022,sc2006017-sc2006039
Buchans,2011,calving,sc2006039,sc2006072,181033.6585,sc2006039-sc2006072
Buchans,2011,calving,sc2006039,sc2009007,173118.0413,sc2006039-sc2009007
Buchans,2011,calving,sc2006039,sc2009010,160874.4339,sc2006039-sc2009010
Buchans,2011,calving,sc2006072,sc2006015,47828.95161,sc2006015-sc2006072
Buchans,2011,calving,sc2006072,sc2006016,43935.23664,sc2006016-sc2006072
Buchans,2011,calving,sc2006072,sc2006017,31787.11965,sc2006017-sc2006072
Buchans,2011,calving,sc2006072,sc2006039,181033.6585,sc2006039-sc2006072
Buchans,2011,calving,sc2006072,sc2009007,59255.72156,sc2006072-sc2009007
Buchans,2011,calving,sc2006072,sc2009010,46319.43024,sc2006072-sc2009010
Buchans,2011,calving,sc2009007,sc2006015,20912.4549,sc2006015-sc2009007
Buchans,2011,calving,sc2009007,sc2006016,23304.04816,sc2006016-sc2009007
Buchans,2011,calving,sc2009007,sc2006017,40566.75064,sc2006017-sc2009007
Buchans,2011,calving,sc2009007,sc2006039,173118.0413,sc2006039-sc2009007
Buchans,2011,calving,sc2009007,sc2006072,59255.72156,sc2006072-sc2009007
Buchans,2011,calving,sc2009007,sc2009010,19152.5414,sc2009007-sc2009010
Buchans,2011,calving,sc2009010,sc2006015,3205.536955,sc2006015-sc2009010
Buchans,2011,calving,sc2009010,sc2006016,4155.814448,sc2006016-sc2009010
Buchans,2011,calving,sc2009010,sc2006017,21941.34822,sc2006017-sc2009010
Buchans,2011,calving,sc2009010,sc2006039,160874.4339,sc2006039-sc2009010
Buchans,2011,calving,sc2009010,sc2006072,46319.43024,sc2006072-sc2009010
Buchans,2011,calving,sc2009010,sc2009007,19152.5414,sc2009007-sc2009010
Buchans,2012,calving,sc2006015,sc2006016,22539.22441,sc2006015-sc2006016
Buchans,2012,calving,sc2006015,sc2006039,81273.60291,sc2006015-sc2006039
Buchans,2012,calving,sc2006015,sc2006072,47737.04391,sc2006015-sc2006072
Buchans,2012,calving,sc2006015,sc2009007,18007.73452,sc2006015-sc2009007
Buchans,2012,calving,sc2006015,sc2009010,38979.2197,sc2006015-sc2009010
Buchans,2012,calving,sc2006016,sc2006015,22539.22441,sc2006015-sc2006016
Buchans,2012,calving,sc2006016,sc2006039,96260.36715,sc2006016-sc2006039
Buchans,2012,calving,sc2006016,sc2006072,25331.81276,sc2006016-sc2006072
Buchans,2012,calving,sc2006016,sc2009007,34649.05868,sc2006016-sc2009007
Buchans,2012,calving,sc2006016,sc2009010,18890.52393,sc2006016-sc2009010
Buchans,2012,calving,sc2006039,sc2006015,81273.60291,sc2006015-sc2006039
Buchans,2012,calving,sc2006039,sc2006016,96260.36715,sc2006016-sc2006039
Buchans,2012,calving,sc2006039,sc2006072,113716.282,sc2006039-sc2006072
Buchans,2012,calving,sc2006039,sc2009007,90885.9041,sc2006039-sc2009007
Buchans,2012,calving,sc2006039,sc2009010,100372.4082,sc2006039-sc2009010
Buchans,2012,calving,sc2006072,sc2006015,47737.04391,sc2006015-sc2006072
Buchans,2012,calving,sc2006072,sc2006016,25331.81276,sc2006016-sc2006072
Buchans,2012,calving,sc2006072,sc2006039,113716.282,sc2006039-sc2006072
Buchans,2012,calving,sc2006072,sc2009007,59178.19004,sc2006072-sc2009007
Buchans,2012,calving,sc2006072,sc2009010,13407.02034,sc2006072-sc2009010
Buchans,2012,calving,sc2009007,sc2006015,18007.73452,sc2006015-sc2009007
Buchans,2012,calving,sc2009007,sc2006016,34649.05868,sc2006016-sc2009007
Buchans,2012,calving,sc2009007,sc2006039,90885.9041,sc2006039-sc2009007
Buchans,2012,calving,sc2009007,sc2006072,59178.19004,sc2006072-sc2009007
Buchans,2012,calving,sc2009007,sc2009010,53263.67965,sc2009007-sc2009010
Buchans,2012,calving,sc2009010,sc2006015,38979.2197,sc2006015-sc2009010
Buchans,2012,calving,sc2009010,sc2006016,18890.52393,sc2006016-sc2009010
Buchans,2012,calving,sc2009010,sc2006039,100372.4082,sc2006039-sc2009010
Buchans,2012,calving,sc2009010,sc2006072,13407.02034,sc2006072-sc2009010
Buchans,2012,calving,sc2009010,sc2009007,53263.67965,sc2009007-sc2009010
Grey,2006,calving,sc2006007,sc2006008,18323.78802,sc2006007-sc2006008
Grey,2006,calving,sc2006007,sc2006010,66553.95967,sc2006007-sc2006010
Grey,2006,calving,sc2006007,sc2006011,81558.96778,sc2006007-sc2006011
Grey,2006,calving,sc2006007,sc2006028,98208.46233,sc2006007-sc2006028
Grey,2006,calving,sc2006008,sc2006007,18323.78802,sc2006007-sc2006008
Grey,2006,calving,sc2006008,sc2006010,56029.22366,sc2006008-sc2006010
Grey,2006,calving,sc2006008,sc2006011,69818.93604,sc2006008-sc2006011
Grey,2006,calving,sc2006008,sc2006028,83253.3458,sc2006008-sc2006028
Grey,2006,calving,sc2006010,sc2006007,66553.95967,sc2006007-sc2006010
Grey,2006,calving,sc2006010,sc2006008,56029.22366,sc2006008-sc2006010
Grey,2006,calving,sc2006010,sc2006011,15551.42199,sc2006010-sc2006011
